institute,type,country,us_state
"Sami Sagol AI Hub, ARC, Chaim Sheba Medical Center, Ramat Gan, Israel",,Israel,Arkansas
"Department of Pharmacology and Therapeutics, Seth G.S. Medical College & KEM Hospital, Parel, 400012, Mumbai, India",,India,???
"Umm Slal Health Center, Primary Health Care Corporation, Doha, QAT",,???,???
"Library - emeritus, IUPUI",,???,???
"Department of Plastic Surgery, Peninsula Health, Melbourne, Victoria, Australia.",,Australia,???
"University of Melbourne, Victoria, Australia.",,Australia,???
"University of California, Irvine, CA, USA",,???,California
"Biochemistry Department, LCMN, Germans Trias i Pujol University Hospital, Badalona, Spain",,Spain,Minnesota
"Faculty, Institute of Engineering & Technology, Srinivas University, Mangalore, India",,India,???
Purdue University,,???,???
Faculty of Computer Science and Engineering - Ss. Cyril and Methodius University - Skopje Macedonia,,???,???
"Department of Computer Science and Engineering, The University of Aizu, Aizu-Wakamatsu 965-8580, Japan;, yutaka@u-aizu.ac.jp",,Japan,???
"Faculty of Health, University Witten/Herdecke, Witten, Germany",,Germany,???
"Department of Anaesthesiology I, University Witten/Herdecke, 58455 Witten, Germany",,Germany,???
"Department of Pediatric Radiology, Le Bonheur Children’s Hospital, The University of Tennessee Health Sciences Center, 38103, Memphis, USA",,???,Tennessee
"Department of Informatics, University of Economics in Katowice, Katowice, Poland",,Poland,???
Ibn Tofail University,,???,???
"Editor-in-Chief, Clinical Nuclear Medicinecolletti@usc.edu.",,???,???
"Department of Dermatology, Allergology and Venereology, Helsinki University Hospital and University of Helsinki, Helsinki, Finland",,Finland,???
"Department of Mechanical Engineering, University of Maryland, Baltimore County, 1000 Hilltop Circle, Baltimore, MD 21250, USA",,???,Maryland
"Symbiosis Institute of Technology Symbiosis International (DU), Pune, India",,India,???
"School of Business, RV University, Bengaluru, India",,India,???
"Department of Information Technology, Hindustan Institute of Technology & Science, Chennai, 603103, India",,India,???
"School of Management, Hindustan Institute of Technology & Science, Chennai, 603103, India",,India,???
"Department of Computer Science and Engineering, Chandigarh University, Mohali, Punjab, India",,India,???
"Stanford Law School, Stanford, California",,???,California
"Department of Computer Science, Stanford University, Stanford, California",,???,California
"Department of Diagnostic and Interventional Radiology, Graduate School of Medicine, Osaka Metropolitan University, 1-4-3 Asahi-machi, Abeno-ku, Osaka 545-8585, Japan",,Japan,???
"Karsh Division of Gastroenterology and Hepatology, Department of Medicine, Cedars-Sinai Medical Center, Los Angeles, California, USA",,???,California
"School of Medicine, Tulane University, New Orleans, Louisiana, USA",,???,Louisiana
"Health Sciences Center, University of Guadalajara, Guadalajara, Jalisco, Mexico",,Mexico,???
"Comprehensive Transplant Center, Cedars-Sinai Medical Center, Los Angeles, California, USA",,???,California
"Department of Psychiatry and Behavioral Sciences, Cedars-Sinai, Los Angeles, California, USA",,???,California
"Department of Ophthalmology, Université de Montréal, Montréal, Quebec, Canada",,Canada,???
"Department of Library, Chandigarh University, Punjab, India, and Department of Library and Information Science, Punjabi University, Patiala, India",,India,???
University of Göttingen,,???,???
"University of Pittsburgh Medical Center, Pittsburgh, PA.",,???,Pennsylvania
"Department of Plastic Surgery, University of Pittsburgh, Pittsburgh, PA.",,???,Pennsylvania
Max Rubner-Institut,,???,???
"Department of Paediatrics, Faculty of Medicine, Dentistry and Health Sciences, The University of Melbourne, Melbourne, Victoria, Australia",,Australia,???
"GSVM Medical College, Kanpur, Uttar Pradesh, India",,India,???
"Department of Ophthalmology, University of Illinois, Chicago, Illinois, USA",,???,Illinois
"Faculty of Foreign Studies, Beijing Language and Culture University, Beijing, China",,China,???
"University of Applied Sciences Munich, Munich, Germany",,Germany,???
Yale University,,???,???
"Department of Clinical Medicine, University of Copenhagen, Copenhagen, Denmark",,Denmark,???
"Plastic surgery residents, Division of Plastic Surgery, Department of Surgery, St. Louis University School of Medicine, St. Louis, MO, USA.",,???,Missouri
"Medical students, Department of Plastic Surgery, Rutgers New Jersey School of Medicine, Newark, NJ, USA.",,Jersey,New Jersey
"Plastic surgery residents, Department of Plastic Surgery, Rutgers New Jersey School of Medicine, Newark, NJ, USA.",,Jersey,New Jersey
"Plastic surgeon, Department of Plastic Surgery, Rutgers New Jersey School of Medicine,  Newark, NJ, USA.",,Jersey,New Jersey
"Plastic surgeon, Division of Plastic Surgery, Department of Surgery, St. Louis University School of Medicine,  St. Louis, MO, USA.",,???,Missouri
"Department of Civil, Environmental & Ocean Engineering, Stevens Institute of Technology, Hoboken, USA",,???,???
"School of Systems and Enterprises, Stevens Institute of Technology, Hoboken, USA",,???,???
University of Alabama at Birmingham,,???,Alabama
"Laboratory of Cognition and Decision Intelligence for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, 100190, China",,China,???
"School of Artificial Intelligence, University of Chinese Academy of Sciences, Beijing, 100049, China",,China,???
"School of Science, Computing and Engineering Technologies, Swinburne University of Technology, Melbourne, VIC, 3122, Australia",,Australia,???
"Key Laboratory of Smart Manufacturing in Energy Chemical Process, East China University of Science and Technology, Shanghai, 200237, China",,China,???
"Department of Business Information Systems, The University of Sydney, Sydney, Australia",,Australia,???
"School of Information, University of Washington, Seattle, WA 98195, USA",,???,Washington
"University of Nevada, Las Vegas, Las Vegas, NV 89154, USA",,???,Nevada
"School of Computer Engineering and Science, Shanghai University, Shanghai, 200444, China",,China,???
"State Key Laboratory of Advanced Special Steel, School of Materials Science and Engineering, Shanghai University, Shanghai, 200444, China",,China,???
"Division of Nephrology and Hypertension, Department of Medicine, Mayo Clinic, Rochester, MN, USA",,???,Minnesota
"Department of Decision Sciences, University of South Africa, Pretoria, South Africa",,South Africa,???
"Institute for Technology and Network Economics, USA",,???,???
affiliation not provided to SSRN,,???,???
"Instituto de Oftalmobiología Aplicada (IOBA), Universidad de Valladolid, Valladolid, España",,???,???
"Hospital Clínico Universitario de Valladolid, Valladolid, España",,???,???
"Author Affiliation: Centennial Endowed Professor in Innovation in Nursing Education, Indiana University School of Nursing,600 Barnhill Drive, Indianapolis, IN 46202.",,India,Indiana
"European Research Center for Information Systems, Leonardo-Campus 3, Münster, 48149, Germany",,Germany,???
"Editor-in-Chief, Clinical Simulation in Nursing, Associate Professor, College of Nursing, Mindermar Professor in Human Simulation, Rady Faculty of Health Sciences, University of Manitoba, Winnipeg, R3T 2N2, Manitoba, Canada",,Canada,???
"DCU Business School, Dublin City University, Ireland",,Ireland,District of Columbia
"University of Abu Dhabi, Zayed City, Abu Dhabi, United Arab Emirates",,United Arab Emirates,???
"Department of Computer Engineering, Delhi Technological University, Delhi, India",,India,???
"Earth Observation Cultural Heritage Research Lab, Department of Civil Engineering and Geomatics, Faculty of Engineering and Technology, Cyprus University of Technology, 3036 Limassol, Cyprus",,Cyprus,???
"Department of Library and Information Science and Centre for Publication Ethics, Savitribai Phule Pune University, Pune, INDIA.",,???,North Dakota
"Service de médecine interne, hôpital Fleyriat, centre hospitalier de Bourg-en-Bresse, 900, route de Paris, 01012 Viriat cedex, France",,France,???
"Digital Medical Hub SAS, Hôtel Dieu, Assistance publique-Hôpitaux de Paris, Paris, France. Electronic address: joris.galland@dmh-aphp.fr.",,France,???
"Department of Systems and Information Engineering, University of Virginia, Charlottesville, VA, USA",,???,Virginia
"Computer Science, University of North Carolina Wilmington, Wilmington, North Carolina, USA",,???,North Carolina
"Computer Systems Technology, North Carolina A&T State University, Greensboro, North Carolina, USA",,???,North Carolina
"Department of Surgery, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul,",,???,???
Overlook Medical Center,,???,???
Vanderbilt University Medical Center,,???,???
"4Department of Neurosurgery, Duke University, Durham, North Carolina.",,???,North Carolina
"Department of Rheumatology, University Hospital Lausanne (CHUV), University of Lausanne, Lausanne, Switzerland",,Switzerland,???
"Department of Pediatric Radiology, Le Bonheur Children’s Hospital, The University of Tennessee Health Science Center, 38103, Memphis, TN, USA",,???,Tennessee
"Cardiology, Nassau University Medical Center, East Meadow, USA",,???,???
"Karsh Division of Gastroenterology and Hepatology, Cedars-Sinai Medical Center, 8700 Beverly Blvd, 90048, Los Angeles, CA, USA",,???,California
"Division of Upper GI and General Surgery, Department of Surgery, Health Care Consultation Center, Keck School of Medicine of USC, 1510 San Pablo St. #514, 90033, Los Angeles, CA, USA",,???,South Carolina
"Bristol Medical School, University of Bristol, 5 Tyndall Ave, BS8 1UD, Bristol, UK",,???,???
"Department of Surgery, Cedars-Sinai Medical Center, 8700 Beverly Blvd, 90048, Los Angeles, CA, USA",,???,California
"Center for Headache and Facial Pain, Department of Neurology, Icahn School of Medicine at Mount Sinai, New York, New York, USA",,???,New York
"Headache Editorial Team, American Headache Society, Mount Royal, New Jersey, USA",,Jersey,New Jersey
"Department of Neurology, UCSF Child & Adolescent Headache Program, San Francisco, California, USA",,???,California
"Promotion of Emerging and Evaluative Research Society, London, United Kingdom",,United Kingdom,???
"Section of Hematology/Oncology, Department of Medicine, University of Chicago, Chicago, IL, USA",,???,Illinois
"Division of Pulmonary and Critical Care, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, IL, USA",,???,Illinois
"Department of Pathology, University of California San Diego, La Jolla, California, USA",,???,California
"Department of English, College of Arts, University of Bisha, Bisha, Saudi Arabia",,Saudi Arabia,???
"Drexel University College of Medicine, Philadelphia, PA.",,???,Pennsylvania
"Northeast Ohio Medical University College of Medicine, Rootstown, OH.",,???,Ohio
"Division of Plastic Surgery, Brigham and Women's Hospital, Harvard Medical School, Boston, MA.",,???,Massachusetts
"Division of Plastic and Reconstructive Surgery, Rush University Medical Center, Chicago, IL.",,???,Illinois
"Stanley Ho Centre for Emerging Infectious Diseases, The Chinese University of Hong Kong, Hong Kong Special Administrative Region , China.",,China,???
"Department of Social Science, Hang Seng University of Hong Kong, Hong Kong Special Administrative Region, China.",,China,???
"University College London, London, UK",,???,???
"Department of Pathophysiology and Transplantation, Università degli Studi di Milano, Milan, Italy",,Italy,???
"George Mason University,Department of Computer Science,Fairfax,USA",,???,???
"University of Luxembourg, Luxembourg",,Luxembourg,???
East Carolina University,,???,???
"Guangzhou Laboratory, Guangzhou, China",,China,???
"MindRank AI Ltd., Hangzhou, China",,China,???
"Institute of Information Management (IWI-HSG), University of St. Gallen, St. Gallen, Switzerland",,Switzerland,Wisconsin
"School of Computing, University of Eastern Finland, Joensuu, Finland",,Finland,???
"Department of Biochemistry and Molecular Biology, Faculty of Sciences, University of Granada, Granada, Spain",,Spain,???
"Instituto de Investigación Biosanitaria ibs.GRANADA, Granada, Spain",,Spain,???
"Division of Obstetrics and Gynecology, Department of Clinical Science, Intervention and Technology (CLINTEC), Karolinska Institutet and Karolinska University Hospital, Stockholm, Sweden. Electronic address: signealtmae@ugr.es.",,Sweden,Indiana
"Department of Medical Imaging, University of Toronto, Toronto, Canada.",,Canada,???
"Department of Computer Science and Technology, Bodoland University, BTC, Assam, 783370, India",,India,???
"Human-Machine Perception Laboratory, Department of Computer Science and Engineering, University of Nevada, Reno, NV, USA",,???,Nevada
"The First Clinical Medical School, Southern Medical University, 1023 Shatai South Road, 510515, Guangzhou, Guangdong, China",,China,???
"Department of Urology, Renji Hospital, Shanghai Jiao Tong University School of Medicine, 200127, Shanghai, China",,China,???
"Zagreb University of Applied Sciences, Zagreb, Croatia",,Croatia,???
"Department of Orthopaedic Surgery, Xiangyang Central Hospital, Affiliated Hospital of Hubei University of Arts and Science, Xiangyang.",,???,???
"Department of Orthopaedic Surgery, Beijing Jishuitan Hospital, Fourth Clinical College of Peking University, Beijing, People's Republic of China.",,China,???
"School of Sport Medicine and Rehabilitation, Beijing Sport University, Beijing, China",,China,???
"Duke Human Vaccine Institute, Duke University Medical Center, Durham, NC, USA",,???,North Carolina
"University of Wisconsin–Oshkosh , College of Business, Department of Accounting, Oshkosh, WI, USA",,???,Wisconsin
"Methodist University , Reeves School of Business, Department of Accounting, Fayetteville, NC, USA",,???,North Carolina
"University of Delaware , Lerner College of Business and Economics, Department of Accounting and MIS, Newark, DE, USA",,???,Michigan
"The University of Texas at Austin , McCombs School of Business, Department of Accounting, Austin, TX, USA",,???,Texas
"University of Technology Sydney , UTS Business School, Sydney, NSW, Australia",,Australia,Utah
"North Carolina State University , Poole College of Management, Department of Accounting, Raleigh, NC, USA",,???,North Carolina
"Unaffiliated, Salt Lake City, UT, USA",,???,Utah
"Creighton University , Heider College of Business, Department of Accounting and Business Intelligence and Analytics, Omaha, NE, USA",,???,Nebraska
"University of Central Arkansas , College of Business, Department of Accounting, Conway, AR, USA",,???,Arkansas
"Brigham Young University–Hawaii , Faculty of Business and Government, Accounting Program, Laie, HI, USA",,???,Hawaii
"Auburn University , Harbert College of Business, School of Accountancy, Auburn, AL, USA",,???,Alabama
"Brigham Young University , Marriott School of Business, School of Accountancy, Provo, UT, USA",,???,Utah
"Missouri State University , College of Business, School of Accountancy, Springfield, MO, USA",,???,Missouri
"Mississippi State University , College of Business, Adkerson School of Accountancy, Mississippi State, MS, USA",,???,Mississippi
"University of Washington , Foster School of Business, Department of Accounting, Seattle, WA, USA",,???,Washington
"The University of Alabama , Culverhouse College of Business, Accounting, Tuscaloosa, AL, USA",,???,Alabama
"The University of Tennessee at Chattanooga , Gary W. Rollins College of Business, Department of Accounting, Chattanooga, TN, USA",,???,Tennessee
"Francis Marion University , School of Business, Florence, SC, USA",,???,South Carolina
"George Mason University , School of Business, Accounting Area, Fairfax, VA, USA",,???,Virginia
"University of South Florida , Muma College of Business, Lynn Pippenger School of Accountancy, Tampa, FL, USA",,???,Florida
"Sacred Heart University , Jack Welch College of Business & Technology, Department of Accounting & Information Systems, Fairfield, CT, USA",,???,Connecticut
"University of Duisburg-Essen , Mercator School of Management, Germany",,Germany,???
"Ghent University , Faculty of Economics and Business Administration, Department of Accountancy, Corporate Finance and Taxation, Ghent, East-Flanders, Belgium",,Belgium,???
"Southern Illinois University Carbondale , College of Business and Analytics, School of Accountancy, Carbondale, IL, USA",,???,Illinois
"Baylor University , Hankamer School of Business, Accounting & Business Law, Waco, TX, USA",,???,Texas
"Simon Fraser University , Beedie School of Business, Accounting, Burnaby, BC, Canada",,Canada,???
"Southern Utah University , Dixie L. Leavitt School of Business, Department of Accounting & Finance, Cedar City, UT, USA",,???,Utah
"Northeastern University , D’Amore-McKim School of Business, Department of Finance & Insurance, Boston, MA, USA",,???,Massachusetts
"Florida Gulf Coast University , Lutgert College of Business, Department of Accounting, Fort Myers, FL, USA",,???,Florida
"University of Toledo , John B. and Lillian E. Neff College of Business and Innovation, Department of Accounting, Toledo, OH, USA",,???,Ohio
"Clemson University , Wilbur O. and Ann Powers College of Business, School of Accountancy, Clemson, SC, USA",,???,South Carolina
"Arizona State University , W. P. Carey School of Business, School of Accountancy, Tempe Arizona USA",,???,Arizona
"University of North Carolina at Chapel Hill , Kenan-Flagler Business School, Chapel Hill, NC, USA",,???,North Carolina
"University of Wisconsin–Whitewater , College of Business and Economics, Department of Accounting, Whitewater, WI, USA",,???,Wisconsin
"Southern Illinois University Carbondal e, College of Business and Analytics, School of Accountancy, Carbondale, IL, USA",,???,Illinois
"Iowa State University , Ivy College of Business, Department of Accounting, Ames, IA, USA",,???,Iowa
"Middle Tennessee State University , Jones College of Business, Department of Accounting, Murfreesboro, TN, USA",,???,Tennessee
"Zayed University , College of Business, Accounting Department, Dubai, United Arab Emirates.",,United Arab Emirates,???
"Christopher Newport University , Luter School of Business, Department of Accounting and Finance, Newport News, VA USA",,???,Virginia
"Samford University , Brock School of Business, Department of Accounting, Birmingham, AL, USA",,???,Alabama
"University of North Carolina Wilmington , Cameron School of Business, Department of Accountancy and Business Law, Wilmington, NC, USA",,???,North Carolina
"University of Bremen , School of Business and Economics, Professorship of Management Accounting and Information Systems, Bremen, Germany",,Germany,???
"Tilburg University , Tilburg School of Economics and Management, Department of Accounting, Tilburg, The Netherlands",,Netherlands,???
"Erasmus University , Rotterdam School of Management, Rotterdam, The Netherlands",,Netherlands,???
"Monash University , Monash Business School, Department of Accounting, Melbourne, Victoria, Australia",,Australia,???
"Appalachian State University , Walker College of Business, Department of Accounting, Boone, NC, USA",,???,North Carolina
"University of Missouri–St. Louis , College of Business, Accounting, St. Louis, MO, USA",,???,Missouri
"Northern Illinois University , College of Business, Department of Accountancy, Dekalb, IL, USA",,???,Illinois
"Boise State University , College of Business and Economics, Department of Accountancy, Boise, ID, USA",,???,Idaho
"Higher Colleges of Technology , Faculty of Business, Department of Accounting, Dubai, United Arab Emirates",,United Arab Emirates,???
"The University of Texas at El Paso , Woody L. Hunt College of Business, Department of Accounting and Information Systems, El Paso, TX, USA",,???,Texas
"University of Memphis , Fogelman College of Business and Economics, Crews School of Accountancy, Memphis, TN, USA.",,???,Tennessee
"University of Calabar , Faculty of Management Sciences, Department of Accounting, Calabar, Cross-River State, Nigeria",,Nigeria,???
"The University of Mississippi , Patterson School of Accountancy, Accounting, University, MS, USA",,???,Mississippi
"University of North Carolina , Kenan-Flagler School of Business, Department of Accounting, Chapel Hill, NC, USA",,???,North Carolina
"University of Arkansas , Sam M. Walton College of Business, William Dillard Department of Accounting, Fayetteville, AR, USA",,???,Arkansas
"Arkansas State University , Neil Griffin College of Business, Dean’s Office, Jonesboro, AR, USA",,???,Arkansas
"Northeastern University , D’Amore-McKim School of Business, Department of Accounting, Boston, MA, USA",,???,Massachusetts
"University of Nevada , Las Vegas, Lee Business School, Department of Accounting, Las Vegas, NV, USA",,???,Nevada
"University of Missouri-Kansas City , Department of Accountancy, Kansas City, MO, USA",,???,Missouri
"University of Iceland , School of Business, Accounting, Reykjavik, Iceland",,Iceland,???
"University of Waterloo , School of Accounting & Finance, Waterloo, ON, Canada",,Canada,???
"University of New Orleans , College of Business Administration, Department of Accounting, New Orleans, LA, USA",,???,Louisiana
"University of Pittsburgh , Katz Graduate School of Business and College of Business Administration, Accounting Area, Pittsburgh, PA, USA",,???,Pennsylvania
"RMIT University , School of Accounting, Information Systems and Supply Chain, Department of Accounting, Melbourne, Victoria, Australia",,Australia,Michigan
"Kent State University , Ambassador Crawford College of Business and Entrepreneurship, Department of Accounting, Kent, OH, USA",,???,Ohio
"Stephen F. Austin State University , Rusche College of Business, Gerald W. Schlief School of Accountancy, Nacogdoches, Texas, USA",,???,Texas
"University of Tennessee at Chattanooga , Gary W. Rollins College of Business, Department of Accounting, Chattanooga, TN, USA",,???,Tennessee
"Louisiana State University , E. J. Ourso College of Business, Department of Accounting, Baton Rouge, LA, USA",,???,Louisiana
"University of San Diego , Knauss School of Business, Department of Accounting, San Diego, CA, USA",,???,California
"Trinity University , Neidorff School of Business, Department of Accounting, San Antonio, TX, USA",,???,Texas
"University of Wisconsin – Whitewater , College of Business and Economics, Department of Accounting, Whitewater, WI, USA",,???,Wisconsin
"James Madison University , College of Business, School of Accounting, Harrisonburg, VA, USA",,???,Virginia
"Department of Mathematics and Information Technology, The Education University of Hong Kong, Hong Kong SAR 999077, China",,China,Arkansas
Moscow State Polytechnic University,,???,???
"UT MD Anderson Cancer Center, 100 Fellowship Drive, Conroe, TX 77384",,???,Utah
"Department of Cardiology, Sun Yat-sen Memorial Hospital of Sun Yat-sen University, Guangzhou, China",,China,???
"Guangdong Province Key Laboratory of Arrhythmia and Electrophysiology, Guangzhou, China",,China,???
"Department of Pharmacology and Systems Physiology, University of Cincinnati College of Medicine, Cincinnati, United States",,United States,???
"Department of Diagnostic and Interventional Radiology, Medical Center – University of Freiburg, Faculty of Medicine, University of Freiburg, 79106 Freiburg, Germany",,Germany,???
"Department of Neuroradiology, Medical Center – University of Freiburg, Faculty of Medicine, University of Freiburg, 79106 Freiburg, Germany",,Germany,???
"Medical Physics, Department of Diagnostic and Interventional Radiology, Medical Center – University of Freiburg, Faculty of Medicine, University of Freiburg, 79106 Freiburg, Germany",,Germany,???
"Department of Business Administration, Institute of Graduate Studies, Yalova University, Yalova, Turkey",,Turkey,???
"Duke Molecular Physiology Institute, Duke University School of Medicine, Durham, NC, USA",,???,North Carolina
"Department of Orthopedics, Baodi Clinical College of Tianjin Medical University, Tianjin, China",,China,???
"Department of Graduate School, Tianjin Medical University, Tianjin, China",,China,???
"Department of Medical Area (DAME), Clinic of Maxillo-facial Surgery, Academic Hospital of Udine, University of Udine, Udine, Italy",,Italy,Maine
"Department of Cardiology, Pulmonology, Hypertension, and Nephrology, Ehime University Graduate School of Medicine, 454 Shitsukawa, Toon 791-0204, Japan",,Japan,???
"Department of Diagnostic, Interventional and Pediatric Radiology (DIPR), Inselspital, Bern University Hospital, University of Bern, Switzerland. Electronic address: WolframAndreas.Bosbach@Insel.CH.",,Switzerland,???
"Department of Diagnostic, Interventional and Pediatric Radiology (DIPR), Inselspital, Bern University Hospital, University of Bern, Switzerland",,Switzerland,???
"Department for Radiology, Kuala Lumpur Hospital, Ministry of Health of Malaysia, Kuala Lumpur, Malaysia.",,Malaysia,???
"Department of Diagnostic, Interventional and Pediatric Radiology (DIPR), Inselspital, Bern University Hospital, University of Bern, Switzerland.",,Switzerland,???
"Faculty of Information Technology and Bionics, Pázmány Péter Catholic University, Budapest, Hungary.",,Hungary,???
"Electrical Engineering and Computer Science Dept., Embry-Riddle Aeronautical University, Daytona Beach, USA",,???,???
"Bar-Ilan University The Azrieli Faculty of Medicine, 287937, Safed, Israel, ;, sivan.spitzer-shohat@biu.ac.il",,Israel,???
"Institute of Biochemistry and Molecular Biology, Institute of Biomedical Sciences, and Research Center for Cancer Biology, China Medical University Taichung, Taiwan.",,Taiwan,???
"School of Public Policy, University of Maryland, Baltimore County, 21250, Baltimore, MD, USA",,???,Maryland
"Department of Chemistry, Maynooth University, Maynooth, co. Kildare, Ireland",,Ireland,???
"Radiology, Gundersen Lutheran Medical Center, La Crosse, USA.",,???,???
"Service de médecine interne, hôpital Cochin, AP-HP centre, Université Paris cité, 75014 Paris, France",,France,???
"Centre de recherche en épidémiologie et statistiques (CRESS), unité Inserm 1153, Université de Paris cité, Paris, France. Electronic address: yann.nguyen2@aphp.fr.",,France,???
"Department of Neurosurgery, Faculty of Medicine, Gazi University, Ankara, Turkey",,Turkey,???
"Department of Anatomical Sciences, St. George’s University, St. George’s, West Indies, Grenada",,Grenada,???
"Department of Structural and Cellular Biology, Tulane University School of Medicine, New Orleans, LA, USA",,???,Louisiana
"Department of Neurosurgery and Ochsner Neuroscience Institute, Ochsner Health System, New Orleans, LA, USA",,???,Louisiana
"Department of Radiology, Holy Family Hospital, New Delhi, India",,India,???
"Sichuan Academy of Social Sciences, Chengdu, China",,China,???
"Post Graduate Program in Integral Health Care (PPGAIS-UNIJUÍ/UNICRUZ/URI), Regional University of Northwestern Rio Grande Do Sul State (UNIJUI), Ijuí, RS, Brazil",,Brazil,Rhode Island
"Computer Science and Engineering Francis Xavier Engineering College,Tirunelveli,India",,India,???
"Department of Computer Science and Engineering, Karpagam Academy of Higher Education, Coimbatore, Tamil Nadu, India",,India,???
"Department of Computer Science and Engineering, Ramco Institute of Technology, Rajapalayam, Tamil Nadu, India",,India,???
"Institute Human-Computer-Media, Media Psychology, University of Wuerzburg, Oswald-Külpe-Weg 82, 97074 Wuerzburg, Germany",,Germany,???
"Data Science, Institute for Computer Sciences, University of Wuerzburg, 97074 Wuerzburg, Germany",,Germany,???
"Institute for AI in Medicine, University Medicine Essen, Essen, Germany.",,Germany,???
"Cheeloo College of Medicine, Shandong University, Jinan",,???,???
"Department of Urology, China Rehabilitation Research Center, Beijing, China",,China,???
"University of Health and Rehabilitation Sciences, Qingdao, China",,China,???
"China Rehabilitation Science Institute, Beijing, China",,China,???
"Beijing Key Laboratory of Neural Injury and Rehabilitation, Beijing, China.",,China,???
"Beijing Key Laboratory of Neural Injury and Rehabilitation, Beijing, China",,China,???
"School of Rehabilitation, Capital Medical University, Beijing, China.",,China,???
"School of Rehabilitation, Capital Medical University, Beijing, China. Electronic address: lmliao@263.net.",,China,???
"Department of Radiology, Hopital Cochin, AP-HP, Université Paris Cité, Paris, France.",,France,???
"Department of Oral and Maxillofacial Surgery, Faculty of Dentistry, Tokat Gaziosmanpasa University, Tokat, Turkey. Electronic address: yunusbalel@hotmail.com.",,Turkey,???
"Department of Biomedical Sciences, Humanitas University, Milan, Italy",,Italy,???
"University of St. Gallen, St. Gallen, Switzerland",,Switzerland,???
"F1000, London, UK",,???,???
"UK College of Medicine, Markey Cancer Center, Lexington, Kentucky, USA",,???,Kentucky
"Universidad Tecnologica Nacional Facultad Regional Buenos Aires, Buenos Aires, Autonomous City of Buenos Aires, Argentina",,Argentina,???
"Department of Neurosurgery, The Warren Alpert Medical School of Brown University, Providence, RI, USA",,???,Rhode Island
"Department of Neuroscience, Kings College Hospital, London, United Kingdom",,United Kingdom,???
"Guys & St Thomas Hospital, London, United Kingdom",,United Kingdom,???
"Department of Biostatistics, Kings College London, London, United Kingdom",,United Kingdom,???
"Centre for Online Health, The University of Queensland, Brisbane, Australia.",,Australia,???
"Centre for Health Services Research, The University of Queensland, Brisbane, Australia.",,Australia,???
"Centre for Innovative Medical Technology, University of Southern Denmark, Odense, Denmark.",,Denmark,???
"Medicine, Rangaraya Medical College, Kakinada, IND",,???,North Dakota
"Department of Dermatology, KCU - GME/ADCS Consortium, Maitland, Florida.",,???,Maine
"DAV University Jalandhar, Jalandhar, Punjab, India",,India,???
"Guru Nanak Dev University, Amritsar, Punjab, India",,India,???
"Rheumatology, CHU Besancon, Besancon, France",,France,???
"EA4266 EPILAB, Université de Franche-Comté, Besancon, France",,France,Louisiana
"School of Maritime Economics and Management, Dalian Maritime University, Dalian 116026, China",,China,???
"Department of Computer Science, Baylor University, Waco, TX 76798, USA",,???,Texas
"McGovern Medical School, University of Texas Health Science Center, Houston, TX, USA",,???,Texas
"University of South Carolina School of Medicine Greenville, Greenville, SC, USA",,???,South Carolina
"University of North Carolina and Durham VA Healthcare System, Chapel Hill, North Carolina",,???,Virginia
"University of Pittsburgh, Pittsburgh, Pennsylvania",,???,Pennsylvania
"University of California, San Francisco",,???,California
"LifeBridge Health, Sinai Hospital of Baltimore, Rubin Institute for Advanced Orthopedics, Baltimore, Maryland.",,???,Maryland
"University of North Carolina at Chapel Hill, and Durham VA Health Care System, Durham, North Carolina",,???,Virginia
Carnegie Mellon University,,???,???
"Dentistry, College of Dentistry, King Saud University, Riyadh, SAU",,???,???
"Department of Economics, The University of Texas at Austin, Austin, TX, USA",,???,Texas
"Department of Economics, Virginia Polytechnic Institute and State University College of Science, Blacksburg, VA, USA",,???,Virginia
"Department of Orthopaedic Surgery, Beijing Jishuitan Hospital, Fourth Clinical College of Peking University, Beijing, China",,China,???
"Department of Hand and Microsurgery, Hengyang Medical School, The Affiliated Nanhua Hospital, University of South China Hengyang, Hengyang, China",,China,???
"Department of Radiation and Cellular Oncology, University of Chicago, Chicago, Illinois.",,???,Illinois
"Department of Radiation Oncology, Yale University, New Haven, Connecticut.",,???,Connecticut
"School of Pharmaceutical Sciences, University of Shizuoka.",,???,???
"Department of Health Informatics, Graduate School of Medicine/School of Public Health, Kyoto University.",,???,???
"University Hospital Southampton, Southampton, UK.",,???,???
"Department of Networking and Communications, School of Computing, SRMIST, Kattankulathur Campus, Chennai, India",,India,Michigan
Universitas Atma Jaya Makassar,,???,???
Amrita Vishwa Vidyapeetham,,???,???
"Sorbonne University, GRC 29, AP-HP, DMU DREAM, Department of Anaesthesiology and Critical Care, Pitié-Salpêtrière Hospital, Paris, France.",,France,???
"Faculty of Computer Science, Technische Hochschule Ingolstadt, Esplanade 10, 85049, Ingolstadt, Germany",,Germany,???
"Gesundheitszentrum am Juxplatz, Kapellenstr. 7, 55124, Mainz-Gonsenheim, Deutschland",,???,???
"Abteilung für Urologie, Asklepios Klinik Barmbek, Rübenkamp 220, 22291, Hamburg, Deutschland",,???,???
